,0,1,2
0,-2.639787002699089,1.7104708421524208,0.03947498266785875
1,0.9315328018733863,-5.375810156695947,-0.2010286243007624
2,-3.266295563465697,5.600288218131661,0.4748120663493192
3,-1.8526689052750271,0.44043588832196073,1.6109421439819536
4,1.2684552300141196,1.3200151175508992,-2.6020835923554975
5,-0.0957548367283646,0.8702584575289506,0.7509594720510996
6,5.11317488248708,1.4377252461876673,-2.8252317723717604
7,-2.503803214899722,-0.6690413224234372,0.42471330557407655
8,-0.3467250958680424,0.6493104042289691,1.6616534562789862
9,-5.830074848814435,-0.24578527590297897,-0.5726942041427637
10,-0.8371459557904226,1.1724943796577818,1.8300925327578963
11,-2.500815700052029,0.18473812103995252,3.1600768257017724
12,-0.3402180619259713,4.192934210592696,-4.026725976810977
13,-2.666734189183879,1.6626715575032482,-3.393610209270691
14,3.0869445891183926,1.9299957480667402,1.078315023790921
15,-0.9417670250076666,1.9000670391994103,-4.18759016336042
16,-1.4251778686910168,-5.217219880243611,-1.1475099700727192
17,-0.6196342965888719,-2.044267447649283,-1.9837217165844967
18,-0.9621702943765779,-0.9764765269855311,-0.7741470259708003
19,3.824781516232277,-2.941803123881834,-6.888346728569301
20,2.0205566343810477,2.5749047776840075,-2.063074359551281
21,-2.5374382262778994,-3.0964146098052354,-1.0383137341511959
22,-0.8871790145249547,2.7947747617392267,0.11804610560443704
23,4.306289214375589,-1.4442252472000978,2.203071342178999
24,1.652991213044658,-0.9922777802736203,2.2329843616648457
25,-0.5547727709250706,0.3019225050867124,-1.5629344431940375
26,-1.5238190591459795,-1.4713964439278544,3.6445956985152947
27,0.9581105609223788,-0.4449958767716794,0.9336208327539475
28,4.264801408295857,2.172249734197916,-0.8753054102715757
29,-2.0674070794620354,2.597800006082301,1.1166440415667618
30,-2.5483643230775304,-0.001947534421587842,-0.24695114883750816
31,-1.0171789826895437,2.1476211005614396,0.11139375110560965
32,-1.6749227123543424,0.10666142591662006,-3.420300197353735
33,-0.7460281704885977,-0.6529170566249205,-1.5741747439395248
34,-3.5349902193020886,4.099588965505307,2.5538041090602954
35,2.426263093086775,3.654379068083661,-1.3274907348020415
36,-1.963744063047336,0.9236868240574491,1.0170304858540604
37,-4.094782334617312,-3.37840951578146,-1.636899864142842
38,-2.9069838497558496,0.8185500356186668,0.22406018101061972
39,-2.436860567356617,-0.4648458667191946,2.4175831235798726
40,-0.4017106165985179,-0.014841854584452299,1.0168422042911676
41,3.632142801649928,0.7636986330053612,-0.8176551211400588
42,-2.361260270547136,-0.004081189854037823,0.8543493595487043
43,0.7790247226992082,4.726001364382771,-2.915705937621728
44,-1.9078275983543078,0.450937149132612,0.9974886899310966
45,-0.37888348408877276,-1.293717425239955,2.1407768939319243
46,5.227759235890908,3.486165420820089,3.465369177814155
47,0.9490770636406157,0.49517050082355935,-0.48104963385393484
48,1.6750723153020235,-1.0000999243491588,2.0231196202009167
49,4.697059302026223,-0.8319373801674088,2.9357764096399857
50,1.934904312784985,1.4242527565762715,-0.4457079412118351
51,-1.57141052560346,1.8601446198536928,0.12770896233407358
52,1.0135599220174178,1.2966106105000705,-0.5545299261664492
53,-1.772846669979662,4.412720639660368,0.35482283113082047
54,-2.776221122293406,-2.693522712125475,1.3664768812553572
55,8.592227437822967,-3.170961476280616,-4.499931713317463
56,3.8997715481293267,2.877067808858603,2.6349086452936263
57,-5.550176068753992,-0.5142551529940032,0.2473731043220661
58,1.7496447940839555,3.5062809216833175,-2.398710499745095
